neighborhood_id,neighborhood,city_id
168,Calle Terrero,7
169,"Calle Descansadero, 1",1
170,"De Las Eras, 14",7
171,"Calle Norte, 3",11
172,"Camino De San Miguel, 544",3
173,"Calle De Santa María, 10",11
174,Calle Encimera S/N,6
175,"Ricardo Provencio, 10",1
176,"Calle San Miguel, 12",11
177,"Camino De La Fuente, 1",6
178,Calle Raserillo Alto S/N,1
179,"Via Gran, 13",1
180,"Calle Navachicero, 7",1
181,"Camino Turrrubuelo, 44",1
182,Camino De La Comunidad De Madrid S/N,3
183,"Camino De La Fuente, 319",3
184,Santiago Apostol,1
185,"Calle San Pedro, 6",3
186,Barrio Nuevo,1
187,"Urb. Prado Pinilla, 1",3
188,"Avenida Del Doctor Antonio García Tapia, 19",1
189,"Calle Del Sol, 2",1
190,Calle Presbítero Cerezo,1
191,"Plaza Del Cahiz, 4 B",2
192,"Calle Val Bajo, Riaza, 5 B",1
193,Loc_Neigh,19
194,"Área De Sepúlveda - Cantalejo, Segovia",20
195,"Calle Angel Rebollo, 2",21
196,"Calle La Amistad, 1",22
197,"Plaza De San Pedro, 6",23
198,"Calle Carrera, 10",24
199,"Plaza De La Iglesia, 1",25
200,"Calle Rufino Cano Rueda, 1 N",26
201,"Plaza Mayor, 1",27
202,"Avenida Hontanares, 26",28
203,La Carama S/N,29
204,"Calle Adelantado De Segovia, 69",26
205,"Calle Abeto, 1",29
206,"Calle Carromingo, 11",30
207,"Calle Colada Ganados B, 7 N",31
208,"Cristóbal Aurgui, 2",32
209,"Calle Matabuena, 6",33
210,"Plaza Calvo Sotelo, 4",34
211,"Calle Del Rio, 9",23
212,"Calle Los Indiones, 9",35
213,"Calle De Vaquero, 6",36
214,"Calle Mayor, 14",25
215,"Calle Bobadilla, 30",26
216,A-1 S/N,28
217,"Calle Vega Alta, 67",24
218,"Calle Perez Galdos, 23",34
219,"Plaza Mayor, 10",30
220,"Calle Serrano Ii, 40592 , Cerezo De Arriba",29
221,Camino Arrieros S/N,37
222,"Calle Generalísimo, 1",34
223,"Calle Chito, 11",38
224,"Calle Cruz, 2",29
225,"Calle Iglesia, 3",37
226,"Plaza Mayor, 3",39
227,"Diseminado El Ancla, 1 X",28
228,"Monte Los Cortos, 295",35
229,"Calle Callejon, 3",40
230,"Calle Chito, 1",38
231,"Calle De Pedraza, 7",41
232,"Calle Isabel La Católica, 55",42
233,"Carretera Cuéllar, 28",34
234,"Paseo Eras Viejas, 3",43
235,"Calle Eras, 1",28
236,"Calle Principal, 1",42
237,"Área De Sepúlveda - Cantalejo, Segovia",44
238,"Área De Sepúlveda - Cantalejo, Segovia",23
239,"Calle De La Fuente, 1",45
240,"Calle Alcalá Galiano, 1",34
241,"Barrio Nuestra Señora De Los Remedios, 42",26
242,"Calle Martin Lloret, 13",46
243,"Calle Viñuela, 3",47
244,"Slalom, 10",29
245,"Calle Barquillo, 1",48
246,"Calle Eras, 9",48
247,Carretera Torreiglesias S/N,26
248,"Calle Segovia, 2",46
249,"Plaza San Antonio, 3",32
250,"Calle De Pedraza, 38",41
251,"Calle Medio, 8",42
252,"Calle De Eleuterio Adrados, 28",49
253,"Calle Edificio Abeto, 1",29
254,Turegano S/N,26
255,"Enebro, 1",50
256,"Calle Isabel La Católica, 30",42
257,"Calle De La Lampara, 23",33
258,"Calle Real, 18 -A",51
259,"Calle Subida A La Picota, 10",42
260,"Calle Portalejo, 1 N",40
261,"Calle Adelantado De Segovia, 81",26
262,"Calle Eloy Gonzalo, 2",34
263,"Calle El Sol, 17",25
264,"Calle Trillamata, 5",33
265,"Calle Edificio Encina, 1",29
266,Estacion Esqui La Pinilla S/N,29
267,Calle Pozas S/N,23
268,"Calle Ejido, 6",23
269,"Calle Chopos, 1",34
270,"Estacion Esqui La Pinilla, 1",29
271,"Calle Edificio Alamo, 1",29
272,"Calle Rincón, 12",35
273,"Montes De Los Cortos, 347",35
274,Carretera Torreiglesias,26
275,"Arroyo De La Mata, 8",31
276,"Calle La Fuente, 22",41
277,Avenida Jose Antonio,52
278,Calle Bayona,32
279,Plaza San Antonio,32
280,"Calle Real, 2",45
281,"Calle Chopos, 4",34
282,"Calle San Roque, 1",51
283,"Calle De Sepúlveda, 16",28
284,"Calle Edificio Cedro, 1",29
285,"Calle Generalísimo, 44",34
286,"Calle Cercas, 3",53
287,"Calle Riaza, 25",28
288,Calle Tomas Alonso S/N,48
289,Calle De Tomás Alonso Gómez S/N,48
290,"Calle Conde Sepúlveda, 10",42
291,"Calle J, 277 N",35
292,Calle De La Fuentebuena S/N,23
293,"Real, 11",32
294,"Área De Sepúlveda - Cantalejo, Segovia",26
295,"Área De Sepúlveda - Cantalejo, Segovia",35
296,Calle San Isidro,39
297,Calle Real Baja,24
298,Monte Los Cortos,35
299,"Plaza San Antonio, 1",32
300,"Residencial Slalom, 5",29
301,"Área De Sepúlveda - Cantalejo, Segovia",54
302,Calle Padilla,34
303,Calle De La Plaza,51
304,"Calle Amargura, 1",30
305,"Calle Cantarranas, 28",35
306,"Calle Zagalasazas, 3",25
307,"Calle Real, 22",32
308,"Carretera Boceguillas, 22",42
309,"Cerezuelos, 1",29
310,"Calle Barrio Cotanillo, 2",55
311,"Calle Poza Chiquita, 3",22
312,"Calle Mayor, 14 D",25
313,"Monte Los Cortos, 115",35
314,"Trillamata, 11",33
315,"Calle Eras, 16",48
316,"Calle La Amistad, 16",22
317,Calle San Sebastián S/N,23
318,"Área De Sepúlveda - Cantalejo, Segovia",42
319,Calle Echegaray,34
320,"Área De Sepúlveda - Cantalejo, Segovia",47
321,"Área De Sepúlveda - Cantalejo, Segovia",32
322,"Área De Sepúlveda - Cantalejo, Segovia",22
323,Calle Sepulveda,28
324,Calle De La Fuente S/N,37
325,Plaza Santiago,26
326,"Área De Sepúlveda - Cantalejo, Segovia",34
327,"Calle Caces, 6",23
328,"Las Casas Altas, 1",56
329,"Calle Del Monge, 17",29
330,"Calle Mesón, 2",32
331,"Calle K, 345",35
332,"Camino Villarejo, 19",51
333,"Área De Sepúlveda - Cantalejo, Segovia",25
334,"Área De Sepúlveda - Cantalejo, Segovia",57
335,Camino Calvario S/N,58
336,"Calle Bayona, 25",32
337,"Calle Santos Justo Y Pastor, 9",42
338,"Camino Fuente, 3 A",35
339,"Avenida Fuentecillas S/N, 1",27
340,"Calle Jacinto San Inocencio, 10",34
341,"Calle Fernán González, 11",42
342,"Calle J, 302",35
343,"Calle J, 275",35
344,"Calle Santos Justo Y Pastor, 4",42
345,"Carretera Sg-233, 2",42
346,"Calle Arroyo Carrascal, 14",59
347,"Calle Urbanización Monte Cortos, 272",35
348,"Estación De Esqui La Pinilla, 10",29
349,"Calle Amarguras, 20",60
350,Calle Real S/N,42
351,"Pinilla, 45",29
352,"Calle Iglesia, 7",32
353,"Calle Real, 50",37
354,"Calle Del Rosario, 13",54
355,"Calle Alivio, 3",40
356,"Calle La Mata, 1",51
357,"Calle Cristo De Piedra, 6",42
358,"Calle Callejon, 1",40
359,"Calle Adelantado, 77",26
360,"Plaza De Las Escuelas Sgv2315, 2315 Sgv",40
361,"Camino De Torreiglesias, 2",26
362,"Calle Real, 14",26
363,"Calle Baja, 12",24
364,"Calle Sol, 2",61
365,"Escuadra, 4",49
366,"Calle La Amistad, 18 -B",22
367,"Calle Poza Chiquita, 10",22
368,"Calle Fernán González, 10",42
369,"Calle Carretera, 1",24
370,"Calle Real, 24",62
371,"Calle Real Baja, 2",24
372,"Calle San Isidro, 1",39
373,"Calle Del Puerto, 5",61
374,"Calle Pedro Delgado, 9",32
375,La Pinilla S/N,29
376,"Calle Viñuela, 1",47
377,. S/N,49
378,"Carretera Burgos, 100",35
379,"La Pinilla, 1",29
380,"Calle Larga, 49",51
381,"Travesía Artesanía, 3",34
382,"Calle Segovia, 24",28
383,"Calle E, 116",35
384,Estación Invernal La Pinilla S/N,29
385,"Calle Huertos Alta, 22",51
386,"Calle A, 6",35
387,"Calle Cerezuelo, 1",29
388,"Calle Tomas Alonso, 10",48
389,Calle Carravaldemazo S/N,24
390,"Calle Huertos, 12",51
391,"Calle Edificio Castaño, 1",29
392,"Avenida La Fragua, 17",22
393,"Calle San Silverio, 4",46
394,"Calle Iglesia, 1",56
395,Estacion De Ski La Pinilla S/N,29
396,"Calle Real, 9",36
397,"Calle Real, 39",61
398,"Calle Aranda De Duero, 12",34
399,"Calle Del Chorro, 27",36
400,"Calle Del Medio, 24",55
401,"Estación De Esqui La Pinilla, 2",29
402,"Calle Mayor, 9",25
403,"Calle Echegaray, 1",34
404,"Calle De La Plata, 7",35
405,"Calle Larga, 19",51
406,"Calle San Pedro, 10",25
407,"Calle Solana, 10",34
408,"Calle El Mayo, 19",31
409,"Calle Del Monge, 13",29
410,"Calle Obispo Miranda, 4",26
411,"Calle Segovia, 19",61
412,"Travesía Iglesia La Cuesta, 19",26
413,"Calle Iglesia, 1",48
414,"Calle Edificio Sauce, 1",29
415,"Calle Serrano Ii, 1",29
416,"Calle Los Cerezos, 1",29
417,"Plaza San Juan, 3",51
418,"Calle Los Molinos, 2",56
419,"Calle Rio Garganta, 1",36
420,"Carretera Torreiglesias, 20",26
421,Calle Fragua,47
422,Plaza España,26
423,Calle Obispo,34
424,"Área De Sepúlveda - Cantalejo, Segovia",63
425,Calle Arribas,40
426,Calle Simeon Gutierrez S/N,27
427,"Calle Pozo, 8",26
428,"Carretera Segovia, 28",34
429,"Calle Obispo, 25",34
430,"Calle Fuente, 3",37
431,"Calle Generalísimo, 2",34
432,"Calle Bajada San Andrés, 13",42
433,Pedraza,41
434,"Calle El Parque, 2",22
435,Serranova S/N,29
436,Calle Sancho Gracia,42
437,Calle Frontón,34
438,"Calle Urbanización Virgen De La Estrella, 27",25
439,"Calle Lavadero, 14",51
440,"Calle Santiago, 11",39
441,"Área De Sepúlveda - Cantalejo, Segovia",55
442,"Área De Sepúlveda - Cantalejo, Segovia",30
443,"Área De Sepúlveda - Cantalejo, Segovia",37
444,"Área De Sepúlveda - Cantalejo, Segovia",53
445,"Monte Los Cortos, 347",35
446,Casa Alta,41
447,Calle Edificio Cedro,29
448,"Área De Sepúlveda - Cantalejo, Segovia",64
449,Calle Edificio Nogal,29
450,"Área De Sepúlveda - Cantalejo, Segovia",49
451,"Área De Sepúlveda - Cantalejo, Segovia",31
452,Urb. La Alameda,39
453,Calle De Eleuterio Adrados,49
454,Calle Real,44
455,Calle Pelayo,34
456,Urbanizacion Las Villas De Sotomocilla S/N,35
457,"Monte Los Cortos, Duruelo S/N",35
458,"Avenida De La Fragua, 19",22
459,"Área De Sepúlveda - Cantalejo, Segovia",65
460,"Área De Sepúlveda - Cantalejo, Segovia",45
461,"Calle Calvario, 14",52
462,"Calle Del Pozo, 2",66
463,"Calle Real, 12",41
464,"Carretera Cuéllar, 13",34
465,"Calle Nueva, 3",54
466,"Calle Pérez Galdós, 21",34
467,"Avenida Generalisimo, 6",52
468,"Travesía Prados, 2",34
469,"Calle Baja, 1",24
470,"Calle De Eleuterio Adrados, 39",49
471,"Calle General Mola, 2 -4",67
472,"Área De Sepúlveda - Cantalejo, Segovia",39
473,"Plaza España, 30",26
474,Camino Del Rinconcillo S/N,65
475,"Calle Eras, 3",32
476,"Calle Barrio, 4",56
477,"Calle El Pastor, 3",22
478,"Urbanización Monte De Los Cortos, 77",35
479,"Avenida Del Soto, 71",28
480,"La Cabaña, 16",22
481,"Calle General Varela, 15",34
482,"La Buitrera, 7",29
483,"Carretera Pedraza Rades, 5",41
484,"Calle Bloque La Mocha, 3",26
485,"Camino Las Cruces, 7",47
486,"Urbanizacion Sotopinilla, 3",28
487,"Carretera Pedraza Rades, 22",41
488,"Monte Los Cortos, 90",35
489,"Sg-V-2346, 2",59
490,"Monte Los Cortos, 53",35
491,"Calle Cantarranas, 65",41
492,"Calle Frontón, 6",46
493,Carretera Sg-P-2322 S/N,65
494,"Monte De Los Cortos, 82",35
495,Cuesta Carrascal De La S/N,26
496,"Monte Los Cortos, 88",35
497,"Monte Los Cortos, 267",35
498,"Calle Norte, 4",55
499,"Calle B, 30",35
500,"Calle F, 143",35
501,"Paseo Solanilla, 4",47
502,"Calle Corta, 5",47
503,"Calle Poza Chiquita, 9",22
504,"Calle Real, 11",68
505,"Calle Eras, 6",42
506,"Calle Padilla, 21",34
507,"Área De Sepúlveda - Cantalejo, Segovia",41
508,"Calle Teodoro De Diego, 1",34
509,"Área De Sepúlveda - Cantalejo, Segovia",51
510,"Calle La Nava, 6",67
511,"Carretera De Caballar, 4",26
512,"Avenida Frágua, 17",22
513,"Calle Pedro Enríquez Caballero, 23",30
514,"Plaza España, 18",42
515,"Área De Sepúlveda - Cantalejo, Segovia",61
516,Camino Soto Pinilla,28
517,"Chaparro, 35",22
518,"Camino Sebulcor, 26",52
519,"Calle Eras, 14",48
520,Sepulveda,42
521,"Plaza De La Constitucion, 19",30
522,"Calle Pedro Delgado,9, 9",22
523,"Calle Iglesia, 4",29
524,"Calle Agedas, 1",47
525,"Calle Charcón, 12",44
526,"Calle Villarejo, 2 C",51
527,"Calle J, 304",35
528,"Calle Simeon Gutierrez, 4",27
529,"Calle Del Sol, 16",37
530,"Calle Real, 5",61
531,"Consuelo, 4",40
532,"Calle Serranova, 1",29
533,"Sol, 1",29
534,"Área De Sepúlveda - Cantalejo, Segovia",21
535,Calle E,35
536,Calle Barrio Alto,65
537,"Oriente, 1",69
538,Calle De La Ermita,61
539,"Urbanizacion Soto Pinilla, 177 Parcela",28
540,"Calle General Varela, 1",34
541,"Calle Real, 1",42
542,"Calle Real, 16",42
543,"Calle Los Cortos, 177",35
544,"Calle Cotanillos, Cubillo, 20",57
545,"Calle Real, 3",66
546,"Camino Nuevo De Torreiglesias, 4",26
547,Urb. Urbanización Sotomosila,35
548,Abajo,61
549,"Urbanizacion Monte De Los Cortos, 219",35
550,"Área De Sepúlveda - Cantalejo, Segovia",38
551,"Travesía La Iglesia, 18",26
552,"Urbanización Slalom, 1",29
553,Calle A,35
554,"Real, 5",41
555,"Calle Independencia, 7",52
556,"Monte De Los Cortos, 90",35
557,"Travesía Majones, Cantalejo, 1 N2-1",34
558,"Travesía Majones, 1 Duplicad",34
559,Plaza Del Rosario S/N,70
560,"Calle Carrascal De La Cuesta, 48",26
561,"Avenida Del Pinar, 4",22
562,Calle Ejido S/N,23
563,Calle De La Mata S/N,33
564,"Calle El Labrador, 30",22
565,"Travesía Enebral, 6",30
566,Carretera S/N,26
567,Calle Serranova,29
568,Calle Cervunal,29
569,Calle La Fragua,36
570,Calle Fragua,36
571,Torre Val De San Pedro S/N,47
572,"Cantarranas, 1",41
573,Calle La Fragua,51
574,"Nogal, 1",29
575,"Calle Cantarranas, 26",35
576,Calle Indiones,35
577,"Calle Del Sol, 8",71
578,"Calle Fuente, 3",33
579,Urb. Edificio Abeto 1-7,29
580,"Calle La Calleja, 4",46
581,"Calle Juan Bravo, 21",34
582,Calle El Labrador S/N,22
583,"Carretera Sotosalbos, 18",26
584,Urbanizacion La Pinilla S/N,29
585,Urb. Las Villas De Sotomosila,35
586,"Calle Doctor Dorronsoro, Turégano, 13",26
587,"Calle Urbanización Virgen De La Estrella, 1 -5",25
588,Camino De Ocecilla S/N,42
589,"Área De Sepúlveda - Cantalejo, Segovia",29
590,"Carretera De Segovia, 12",40
591,Carretera N-110 Y Sg-V-6112 S/N,31
592,"Área De Santa María Real De Nieva, Segovia",72
593,"Plaza Mayor, 10",73
594,"Travesía Castillo, 4",74
595,"Calle Real, 16",75
596,"Calle San Juan, 46",75
597,"Calle Del Pozo, 9",76
598,"Calle Mesonero Mayor De Castilla, 6",77
599,"Calle Escuelas, 5",73
600,"Travesía Lagares, 2",78
601,"Calle Grupo Calvo Sotelo, 1",79
602,"Calle Capeas, 2",73
603,"Calle Botón, 14 C",73
604,"Calle Del Corpus, 677660500",72
605,"Calle De Luis Galicia Alonso, 1",77
606,"Calle De Andres Sanz, 2",80
607,"Travesía De Segovia, 20",72
608,"Calle Molino, 2",79
609,"Juan Gris, 13",80
610,"Calle Real Del Caño, 19",79
611,Calle Empedrada S/N,81
612,"Calle De Felipe Villagran, 11",80
613,"Plaza Sedeño, 21",80
614,"Calle Carravilla, 2",76
615,"Área De Santa María Real De Nieva, Segovia",82
616,"Calle Jose Zorrilla, 1",73
617,"Calle Catalina De Lancaster, 8",73
618,"Área De Santa María Real De Nieva, Segovia",83
619,"Calle Santiago Gonzalez, 15",84
620,"Calle Duque De La Victoria, 14",85
621,"Calle Larga, 8",73
622,"Calle Iglesia, 18",73
623,"Calle Carpio, 7",86
624,"Calle Carpio, 12",86
625,"Calle Dunas De La Vega, 182",87
626,"Carretera Cuellar Arevalo, 11",88
627,"Calle Alegria, 29",85
628,"Travesía Lagares, 3",78
629,"Calle Portugal, 17",80
630,"Calle San Juan, 11",75
631,"Valladolid, 24",76
632,"Calle Oro, 1",73
633,"Calle Miguel Ibáñez, 19",73
634,"Calle Alegria, 6",85
635,"Calle Arevalo, 10",89
636,"Calle Pajarillos, 33",74
637,"Urbanizacion Dunas De La Vega, 186",87
638,"Calle Trinidad, 19",73
639,"Calle Norte, 17",85
640,"Calle De La Iglesia, 1",72
641,Calle Salamanca,80
642,"Calle Alcoceros, 1",80
643,"Calle Real, 11",73
644,"Calle Inés Lozano, 1",80
645,"Calle Santa María-Ochando, 4",73
646,"Calle Labajos, 11",78
647,"Área De Santa María Real De Nieva, Segovia",80
648,"Calle Miguel Ibáñez, 23",73
649,"Calle Laguna, 4",73
650,"Calle Media Luna, 6",74
651,"Calle Sanchidrián, 1 Nmero",73
652,"Calle Carbonero, 15",74
653,"Área De Santa María Real De Nieva, Segovia",90
654,"Área De Santa María Real De Nieva, Segovia",91
655,"Plaza Arrabal, 5",89
656,"Área De Santa María Real De Nieva, Segovia",92
657,"Calle Carrenilla, 15",79
658,"Plaza Sonsoto, 4",80
659,"Antonio Galicia, 2",80
660,"Calle Iglesia, 15",73
661,"Calle Virgen Pozo Viejo, 14",93
662,"Calle Pozo, 32",83
663,"Calle Carbonero, 18",74
664,"Calle San Isidro, 4",94
665,"Calle De La Iglesia, 5",72
666,"Plaza Sonsoto, 3",80
667,Plaza Mayor S/N,73
668,"Calle De Ignacio Herranz, 3",80
669,"Calle De Los Maestros, 4",73
670,"Calle Arévalo, 16",93
671,"Calle De Las Nieves, 6",82
672,"Calle Enebro, 6",80
673,Calle De La Iglesia,88
674,Calle Carmen,79
675,Calle De Ronda,89
676,"Urbanizacion Dunas De La Vega, 193 Parcela",87
677,"Calle Muñopedro, 2",73
678,"Calle Hermanos García Barbero, 4",80
679,"Calle Huertos, 2",92
680,"Virgen, 12",95
681,"Área De Santa María Real De Nieva, Segovia",74
682,"Área De Santa María Real De Nieva, Segovia",93
683,Calle Etreros,96
684,Calle Monasterio,80
685,Calle Fray Sebastián,80
686,Plaza Sonsoto,80
687,Calle De Santiago Gonzalez Muñoz,84
688,"Calle Franciscanos, 2",77
689,Calle Ancha,76
690,"Área De Santa María Real De Nieva, Segovia",79
691,Calle Mota,74
692,"Calle Carmen, 7",79
693,"Calle Larga, 14",82
694,"Calle Extramuros, 33",73
695,"Área De Santa María Real De Nieva, Segovia",73
696,"Calle Ancha, 12",74
697,"Calle Real, 10",79
698,"Calle Centro, 14",88
699,"Carretera De Adanero, 10",88
700,"Calle La Ruta, 3",89
701,"Calle Maestro Don Linos Muñoz De Pedro, 6",77
702,"Calle Posada, 24",93
703,"Calle Ginebra, 19",86
704,"Área De Santa María Real De Nieva, Segovia",96
705,"Área De Santa María Real De Nieva, Segovia",88
706,"Calle Segovia, 4",80
707,"Calle Valdenebro, 12",77
708,"Calle Hoyuelos, 21",92
709,"Calle Dobate, 14",74
710,"Calle Dobate, 4",74
711,Plaza Eleuterio Delgado,96
712,Ronda Molino,72
713,"Calle Pajaritos, 3",74
714,Travesía Del Molino,72
715,"Calle Las Tortolas, 6",80
716,"Plaza Arrabal, 7",89
717,Plaza Mayor,80
718,"Calle Molino, 9",79
719,Calle Irenéo Gómez,80
720,Calle Huertas,91
721,"Calle Nava, 6",82
722,"Calle Real Del Pino, 30",79
723,"Calle De Elías Vírseda, 16",80
724,Calle Segovia,80
725,Calle La Vega,90
726,Carretera De Coca,80
727,"Calle Ancha, 10",76
728,Calle Circular I,95
729,"Área De Santa María Real De Nieva, Segovia",77
730,Calle La Vega S/N,90
731,"Calle De La Fuente, 7",82
732,"Calle 1, 1",87
733,"Avenida Del Icona, 28",77
734,"Calle Arevalo, 3",75
735,"Calle Aragoneses, 6",73
736,"Plaza Constitucion, 3",97
737,"Camino Molino, 7",91
738,Calle Real S/N,90
739,Calle Monasterio S/N,80
740,Calle Caballero Vela,90
741,"Calle Tejera, 4",94
742,Urbanizacion Media Luna,74
743,Calle Pinilla,73
744,Calle Caballero Vela S/N,90
745,Avenida Del Icona,77
746,Calle Cañamares,80
747,Callejón De Arévalo,80
748,Camino Del Arco S/N,74
749,Plaza Mayor,83
750,"Calle Taberna, 7",83
751,"Área De Santa María Real De Nieva, Segovia",78
752,"Calle San Isidro, 1",94
753,"Calle Castillo, 1",89
754,"Calle Balisa, 14",73
755,"Urbanización Los Cañamares, 1",80
756,"Juarros, 22",98
757,"Las Eras, 4",83
758,"Puente, 34",93
759,"Calle Del Sol, 6",99
760,Distrito Centro,99
761,"Sector Plaza De Toros, 8",99
762,Urb. No,99
763,"Carretera De Villacastín, 56 A",99
764,"Calle Carmen, 40004",99
765,"Calle Bajada De La Canaleja, 2",99
766,"Calle Teófilo Ayuso, 2",99
767,"Calle Alfonso Vi, 83",99
768,"Plaza De San Lorenzo, 1",99
769,"Calle Los Cotos, 3",99
