property_id,source,country,city,neighborhood,property_type,price_eur,area_m2,price_per_m2,bedrooms,bathrooms,floor,listing_url,scraping_date
LON_44,Rightmove,United Kingdom,London,"10 bedroom terraced house for sale in Portland Place, Marylebone, W1B",Terraced,76050000.0,19497.55,3900.49,10.0,10.0,,,2024-03-10
LON_45,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in One Hyde Park, Knightsbridge, SW1X",Apartment,70200000.0,,,5.0,5.0,,,2024-05-07
LON_46,Rightmove,United Kingdom,London,"5 bedroom penthouse for sale in The Knightsbridge Apartments, 199 Knightsbridge, London, SW7",Penthouse,93600000.0,8767.26,10676.08,5.0,5.0,,,2024-02-09
LON_47,Rightmove,United Kingdom,London,"3 bedroom terraced house for sale in Aileen Walk, Stratford, E15",Terraced,555750.0,,,3.0,1.0,,,2026-05-21
LON_48,Rightmove,United Kingdom,London,"6 bedroom terraced house for sale in Bedford Gardens, Kensington, London, W8",Terraced,25155000.0,8134.59,3092.35,6.0,,,,2024-03-06
LON_49,Rightmove,United Kingdom,London,"3 bedroom apartment for sale in Residence 2.01, The OWO Residences By Raffles, Whitehall, London, SW1A",Apartment,23341500.0,2726.7,8560.35,3.0,3.0,,,2026-05-21
LON_50,Rightmove,United Kingdom,London,"Equestrian facility for sale in Highwood Lodge Farm Estate, Highwood Hill, London, NW7",Equestrian Facility,21060000.0,,,6.0,5.0,,,2026-05-21
LON_51,Rightmove,United Kingdom,London,"7 bedroom detached house for sale in Highwood Lodge Farm Estate, Highwood Hill, Mill Hill, London, NW7",Detached,21060000.0,,,7.0,5.0,,,2026-05-21
LON_52,Rightmove,United Kingdom,London,"6 bedroom town house for sale in Bourdon Street, Mayfair, W1K",Town House,21352500.0,5377.23,3970.91,6.0,7.0,,,2026-05-21
LON_53,Rightmove,United Kingdom,London,"6 bedroom house for sale in Bourdon Street, Mayfair, London, W1K",House,21352500.0,5369.79,3976.41,6.0,6.0,,,2026-05-21
LON_54,Rightmove,United Kingdom,London,"14 bedroom terraced house for sale in Lexham Gardens, 
Kensington, W8",Terraced,21645000.0,11682.55,1852.76,14.0,20.0,,,2026-05-21
LON_55,Rightmove,United Kingdom,London,"5 bedroom flat for sale in Princes Gate, London, SW7",Flat,21645000.0,6168.76,3508.81,5.0,6.0,,,2024-03-07
LON_56,Rightmove,United Kingdom,London,"29 bedroom house for sale in Somerset Court, Lexham Gardens, London, W8",House,21645000.0,10440.44,2073.19,29.0,19.0,,,2024-08-10
LON_57,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in The OWO, Whitehall, London, SW1A",Apartment,21645000.0,3092.74,6998.65,4.0,5.0,,,2026-05-21
LON_58,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in Princes Gate, SW7",Apartment,21645000.0,6676.94,3241.75,5.0,,,,2024-03-07
LON_59,Rightmove,United Kingdom,London,"3 bedroom apartment for sale in 22 Hanover Square, London, W1S 1JA, W1S",Apartment,22023144.0,1544.98,14254.65,3.0,,,,2026-05-21
LON_60,Rightmove,United Kingdom,London,"5 bedroom house for sale in Herbert Crescent, Knightsbridge, London, SW1X",House,21996000.0,4309.77,5103.75,5.0,7.0,,,2023-09-10
LON_61,Rightmove,United Kingdom,London,"2 bedroom apartment for sale in 22 Hanover Square, London, W1S 1JA, W1S",Apartment,22023144.0,1069.31,20595.66,2.0,,,,2026-05-21
LON_62,Rightmove,United Kingdom,London,"7 bedroom terraced house for sale in Hanover Terrace, Regent's Park, NW1",Terraced,22171500.0,5669.87,3910.41,7.0,6.0,,,2026-05-21
LON_63,Rightmove,United Kingdom,London,"7 bedroom house for sale in Hanover Terrace, Regents Park, NW1",House,22171500.0,4670.23,4747.41,7.0,6.0,,,2024-05-07
LON_64,Rightmove,United Kingdom,London,"7 bedroom detached house for sale in View Road, Highgate, London, N6",Detached,22171500.0,,,7.0,,,,2026-05-21
LON_65,Rightmove,United Kingdom,London,"7 bedroom detached house for sale in Heath Drive, London, NW3",Detached,22171500.0,8665.06,2558.72,7.0,7.0,,,2026-05-21
LON_66,Rightmove,United Kingdom,London,"7 bedroom terraced house for sale in Hanover Terrace, London, NW1",Terraced,22171500.0,5669.87,3910.41,7.0,6.0,,,2026-05-21
LON_67,Rightmove,United Kingdom,London,"7 bedroom house for sale in Hanover Terrace, Regent's Park, London, NW1, United Kingdom, NW1",House,22171500.0,5669.87,3910.41,7.0,7.0,,,2026-05-21
LON_68,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Courtenay Avenue, N6",Detached,22815000.0,9158.38,2491.16,6.0,3.0,,,2026-05-21
LON_69,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in The Bryanston, Hyde Park, 55 Bryanston Street, Marylebone, London, W1H 7BZ, W1H",Apartment,22230000.0,2715.55,8186.19,4.0,4.0,,,2024-09-02
LON_70,Rightmove,United Kingdom,London,"4 bedroom penthouse for sale in The Lucan, London, SW3",Penthouse,22815000.0,2999.84,7605.41,4.0,4.0,,,2026-05-21
LON_71,Rightmove,United Kingdom,London,"Terraced house for sale in Hyde Park Gate, Kensington, London, SW7",Terraced,22815000.0,,,,,,,2024-11-06
LON_72,Rightmove,United Kingdom,London,"5 bedroom end of terrace house for sale in Portland Place, Marylebone, W1B",End of Terrace,23107500.0,7593.89,3042.91,5.0,6.0,,,2026-05-21
LON_73,Rightmove,United Kingdom,London,"7 bedroom terraced house for sale in Hanover Terrace, London, NW1",Terraced,23107500.0,7179.54,3218.52,7.0,6.0,,,2026-05-21
LON_74,Rightmove,United Kingdom,London,"1 bedroom apartment for sale in Rich Street, Limehouse E14 8AL, E14",Apartment,368550.0,,,1.0,1.0,,,2026-05-21
LON_75,Rightmove,United Kingdom,London,"6 bedroom semi-detached house for sale in Bedford Gardens, Kensington, London, W8",Semi-Detached,25155000.0,8134.59,3092.35,6.0,6.0,,,2024-03-06
LON_76,Rightmove,United Kingdom,London,"5 bedroom house for sale in Phillimore Gardens, Kensington, London, W8, United Kingdom, W8",House,25681500.0,4736.19,5422.4,5.0,4.0,,,2024-09-09
LON_77,Rightmove,United Kingdom,London,"5 bedroom semi-detached house for sale in Phillimore Gardens, London, W8",Semi-Detached,25681500.0,4759.42,5395.93,5.0,4.0,,,2026-05-21
LON_78,Rightmove,United Kingdom,London,7 bedroom villa for sale in Holland VIllas W14,Villa,25740000.0,6729.89,3824.73,7.0,7.0,,,2026-05-21
LON_79,Rightmove,United Kingdom,London,"7 bedroom house for sale in Holland Villas Road, Kensington, London, W14, United Kingdom, W14",House,25740000.0,6729.89,3824.73,7.0,7.0,,,2024-06-09
LON_80,Rightmove,United Kingdom,London,"6 bedroom house for sale in Hanover Terrace, Regent's Park, London, NW1, United Kingdom, NW1",House,26325000.0,6252.37,4210.4,6.0,6.0,,,2026-05-21
LON_81,Rightmove,United Kingdom,London,"5 bedroom penthouse for sale in 1 William Street, Knightsbridge, London, SW1X",Penthouse,26325000.0,4593.12,5731.4,5.0,5.0,,,2026-05-21
LON_82,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in William Street, Knightsbridge, London, SW1X, United Kingdom, SW1X",Apartment,26325000.0,4593.12,5731.4,5.0,4.0,,,2026-05-21
LON_83,Rightmove,United Kingdom,London,"6 bedroom house for sale in Chesham Street, Belgravia, London, SW1X 8NQ, United Kingdom, SW1X",House,26325000.0,6178.05,4261.05,6.0,6.0,,,2026-05-21
LON_84,Rightmove,United Kingdom,London,"7 bedroom detached house for sale in Pembroke Gardens,London,W8",Detached,26851500.0,11533.91,2328.05,7.0,6.0,,,2026-05-21
LON_85,Rightmove,United Kingdom,London,"6 bedroom semi-detached house for sale in Lancaster Gate, Kensington, W2",Semi-Detached,26910000.0,1080.46,24906.06,6.0,6.0,,,2024-05-07
LON_86,Rightmove,United Kingdom,London,"7 bedroom terraced house for sale in Ilchester Place, London, W14",Terraced,26910000.0,7827.08,3438.06,7.0,5.0,,,2026-05-21
LON_87,Rightmove,United Kingdom,London,"6 bedroom terraced house for sale in Holland Villas Road, Holland Park, London, W14",Terraced,27495000.0,7014.18,3919.92,6.0,4.0,,,2026-05-21
LON_88,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Holland Villas Road, Holland Park, London, W14",Detached,27495000.0,,,6.0,4.0,,,2026-05-21
LON_89,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in Holland Park Gate, 257-265 Kensington High Street, London, W8 6NA, W8",Apartment,27495000.0,4078.44,6741.55,4.0,4.0,,,2024-04-07
LON_90,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in Mayfair Park Residence, W1K",Apartment,27740302.2,,,4.0,4.0,,,2026-05-21
LON_91,Rightmove,United Kingdom,London,"6 bedroom terraced house for sale in Culross Street, Mayfair, London, W1K",Terraced,28021500.0,7487.98,3742.2,6.0,6.0,,,2026-05-21
LON_92,Rightmove,United Kingdom,London,"8 bedroom detached house for sale in Park Place Villas, Little Venice, London, W9",Detached,28080000.0,7597.61,3695.9,8.0,5.0,,,2026-05-21
LON_93,Rightmove,United Kingdom,London,"7 bedroom house for sale in Elsworthy Road, St John's Wood, London, NW3, United Kingdom, NW3",House,28080000.0,7302.18,3845.43,7.0,8.0,,,2026-05-21
LON_94,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in One Kensington Gardens, Kensington, London, W8 5NX, W8",Apartment,28080000.0,,,5.0,5.0,,,2023-03-10
LON_95,Rightmove,United Kingdom,London,"5 bedroom flat for sale in One Kensington Gardens, Kensington Road, London, W8",Flat,28080000.0,5073.43,5534.72,5.0,5.0,,,2024-01-02
LON_96,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Winnington Road, London, N2",Detached,29191500.0,15559.39,1876.13,6.0,9.0,,,2024-08-04
LON_97,Rightmove,United Kingdom,London,"3 bedroom apartment for sale in City Road, Old Street, EC1V 2AG, EC1V",Apartment,2457000.0,1357.31,1810.2,3.0,3.0,,,2026-05-21
LON_98,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in Montrose Place, Belgravia, London, SW1X, United Kingdom, SW1X",Apartment,23341500.0,5949.51,3923.26,5.0,4.0,,,2026-05-21
LON_99,Rightmove,United Kingdom,London,"4 bedroom detached house for sale in Wadham Gardens, St John's Wood, London, NW3",Detached,23341500.0,5816.66,4012.87,4.0,6.0,,,2026-05-21
LON_100,Rightmove,United Kingdom,London,"5 bedroom penthouse for sale in The Bishops Avenue, Hampstead, London, N2",Penthouse,23341500.0,8990.22,2596.32,5.0,6.0,,,2024-03-09
LON_101,Rightmove,United Kingdom,London,"5 bedroom flat for sale in Montrose Place, 
Belgravia, SW1X",Flat,23341500.0,6229.15,3747.14,5.0,5.0,,,2026-05-21
LON_102,Rightmove,United Kingdom,London,"5 bedroom penthouse for sale in The Bishops Avenue, London, N2",Penthouse,23341500.0,8990.22,2596.32,5.0,6.0,,,2024-03-09
LON_103,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in Montrose Place, London, SW1X",Apartment,23341500.0,6229.15,3747.14,5.0,4.0,,,2026-05-21
LON_104,Rightmove,United Kingdom,London,"9 bedroom villa for sale in Gloucester Gate, Regent's Park, London, NW1",Villa,23400000.0,7577.17,3088.22,9.0,5.0,,,2026-05-21
LON_105,Rightmove,United Kingdom,London,"8 bedroom detached house for sale in The Bishops Avenue, London, N2",Detached,23400000.0,,,8.0,6.0,,,2026-05-21
LON_106,Rightmove,United Kingdom,London,"4 bedroom flat for sale in Mount Street, Mayfair, London, W1K",Flat,23400000.0,,,4.0,3.0,,,2026-05-21
LON_107,Rightmove,United Kingdom,London,"Land for sale in Compton Avenue, N6",Land,23400000.0,29840.44,784.17,,,,,2026-05-21
LON_108,Rightmove,United Kingdom,London,"7 bedroom house for sale in The Bishops Avenue, Hampstead, N2",House,23400000.0,,,7.0,6.0,,,2024-06-05
LON_109,Rightmove,United Kingdom,London,"7 bedroom villa for sale in Gloucester Lodge, London, NW1",Villa,23400000.0,9634.04,2428.89,7.0,6.0,,,2024-12-09
LON_110,Rightmove,United Kingdom,London,"7 bedroom semi-detached house for sale in Regent's Park, NW1",Semi-Detached,23400000.0,7577.17,3088.22,7.0,4.0,,,2026-05-21
LON_111,Rightmove,United Kingdom,London,"10 bedroom terraced house for sale in Hertford Street, Mayfair, London., W1J",Terraced,23400000.0,4507.65,5191.18,10.0,10.0,,,2023-04-07
LON_112,Rightmove,United Kingdom,London,"7 bedroom house for sale in Gloucester Gate, Gloucester Gate, Regent's Park, NW1",House,23400000.0,9634.04,2428.89,7.0,5.0,,,2024-01-07
LON_113,Rightmove,United Kingdom,London,"5 bedroom flat for sale in Pont Street, Knightsbridge, SW1X",Flat,23400000.0,,,5.0,7.0,,,2022-09-11
LON_114,Rightmove,United Kingdom,London,"5 bedroom detached house for sale in Gloucester Gate, Regent's Park, London, NW1",Detached,23400000.0,9634.04,2428.89,5.0,6.0,,,2024-09-10
LON_115,Rightmove,United Kingdom,London,"7 bedroom villa for sale in Gloucester Gate, Regent’s Park, London, NW1",Villa,23400000.0,,,7.0,,,,2024-06-07
LON_116,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in Mount Street, Mayfair, London, W1K, United Kingdom, W1K",Apartment,23400000.0,4177.85,5600.97,4.0,4.0,,,2026-05-21
LON_117,Rightmove,United Kingdom,London,"8 bedroom penthouse for sale in Lowndes Square, London, SW1X",Penthouse,24564150.0,5574.18,4406.77,8.0,4.0,,,2023-03-11
LON_118,Rightmove,United Kingdom,London,"6 bedroom town house for sale in Lygon Place, London, SW1W",Town House,25155000.0,7383.93,3406.72,6.0,6.0,,,2024-12-02
LON_119,Rightmove,United Kingdom,London,"2 bedroom apartment for sale in Viscount House, Lakeside Drive, London, NW10",Apartment,544050.0,,,2.0,2.0,,,2026-05-21
LON_120,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Holland Park Road, LONDON, W14",Detached,25155000.0,8604.68,2923.41,6.0,5.0,,,2024-12-09
LON_121,Rightmove,United Kingdom,London,"6 bedroom apartment for sale in South Audley Street, Mayfair, London, W1K",Apartment,18720000.0,3652.02,5125.93,6.0,6.0,,,2026-05-21
LON_122,Rightmove,United Kingdom,London,"10 bedroom house for sale in Hamilton Terrace, St John's Wood, London, NW8, United Kingdom, NW8",House,19890000.0,6563.6,3030.35,10.0,7.0,,,2026-05-21
LON_123,Rightmove,United Kingdom,London,"5 bedroom detached house for sale in Blomfield Road, Maida Vale, London, W9",Detached,20475000.0,5202.57,3935.55,5.0,5.0,,,2026-05-21
LON_124,Rightmove,United Kingdom,London,"5 bedroom flat for sale in Vicarage Gate House, London, W8",Flat,20475000.0,,,5.0,6.0,,,2024-10-08
LON_125,Rightmove,United Kingdom,London,"3 bedroom apartment for sale in Stratford, Manhattan Loft Gardens, London, E20, United Kingdom, E20",Apartment,20475000.0,4287.47,4775.54,3.0,3.0,,,2026-05-21
LON_126,Rightmove,United Kingdom,London,"6 bedroom end of terrace house for sale in Chester Terrace, NW1",End of Terrace,19831500.0,4500.22,4406.78,6.0,6.0,,,2026-05-21
LON_127,Rightmove,United Kingdom,London,"Land for sale in Branch Hill, Hampstead, London, NW3",Land,20475000.0,,,,,,,2026-05-21
LON_128,Rightmove,United Kingdom,London,"7 bedroom end of terrace house for sale in Lygon Place, 
Belgravia, SW1W",End of Terrace,20475000.0,,,7.0,7.0,,,2026-05-21
LON_129,Rightmove,United Kingdom,London,"36 bedroom block of apartments for sale in Kenway Road, London, SW5",Block of Apartments,20475000.0,21973.42,931.81,36.0,34.0,,,2026-05-21
LON_130,Rightmove,United Kingdom,London,"5 bedroom apartment for sale in Vicarage House, Vicarage Gate House, Kensington, London, W8, United Kingdom, W8",Apartment,20475000.0,5288.97,3871.26,5.0,6.0,,,2026-05-21
LON_131,Rightmove,United Kingdom,London,"12 bedroom detached house for sale in Addison Road, London, W14",Detached,20475000.0,6035.91,3392.2,12.0,6.0,,,2026-05-21
LON_132,Rightmove,United Kingdom,London,"3 bedroom penthouse for sale in Lancer Square, Apartment 27, 1 Lancer Square, Kensington Church St, W8",Penthouse,20475000.0,2764.79,7405.63,3.0,3.0,,,2026-05-21
LON_133,Rightmove,United Kingdom,London,"7 bedroom apartment for sale in Cadogan Square, Knightsbridge, London, SW1X",Apartment,20475000.0,7803.85,2623.7,7.0,7.0,,,2026-05-21
LON_134,Rightmove,United Kingdom,London,"End of terrace house for sale in Eaton Place, London, SW1X",End of Terrace,20475000.0,9944.34,2058.96,,,,,2026-05-21
LON_135,Rightmove,United Kingdom,London,"12 bedroom house for sale in Addison Road, Holland Park, W14",House,20475000.0,,,12.0,6.0,,,2026-05-21
LON_136,Rightmove,United Kingdom,London,"3 bedroom penthouse for sale in Lancer Square, Kensington Church St, London W8 4LD, W8",Penthouse,20709000.0,2764.79,7490.26,3.0,3.0,,,2026-05-21
LON_137,Rightmove,United Kingdom,London,"5 bedroom town house for sale in Lancelot Place, Knightsbridge London, SW7, United Kingdom, SW7",Town House,20767500.0,3348.22,6202.55,5.0,4.0,,,2026-05-21
LON_138,Rightmove,United Kingdom,London,"6 bedroom terraced house for sale in Wilton Crescent, London, SW1X",Terraced,21001500.0,5169.12,4062.88,6.0,5.0,,,2026-05-21
LON_139,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Garway Road, London, W2",Detached,21001500.0,8799.77,2386.6,6.0,6.0,,,2026-05-21
LON_140,Rightmove,United Kingdom,London,"4 bedroom flat for sale in Ebury Square, London, SW1W",Flat,20826000.0,5108.74,4076.54,4.0,3.0,,,2026-05-21
LON_141,Rightmove,United Kingdom,London,"8 bedroom terraced house for sale in Harley Street, Marylebone Village, London W1, W1G",Terraced,21060000.0,,,8.0,,,,2026-05-21
LON_142,Rightmove,United Kingdom,London,"6 bedroom detached house for sale in Garway Road, Notting Hill, W2",Detached,21001500.0,8882.46,2364.38,6.0,6.0,,,2026-05-21
LON_143,Rightmove,United Kingdom,London,"8 bedroom flat for sale in Grosvenor Square, Mayfair, London, W1K",Flat,21060000.0,4783.58,4402.56,8.0,6.0,,,2024-09-09
LON_144,Rightmove,United Kingdom,London,"4 bedroom detached house for sale in The Ridgeway, Mill Hill, NW7",Detached,2164500.0,2079.17,1041.04,4.0,3.0,,,2024-09-10
LON_145,Rightmove,United Kingdom,London,"7 bedroom flat for sale in Grosvenor Square, Mayfair, W1K",Flat,21060000.0,4859.76,4333.55,7.0,6.0,,,2024-09-09
LON_146,Rightmove,United Kingdom,London,"8 bedroom house for sale in Charles Street, Mayfair, W1J",House,18720000.0,6385.22,2931.77,8.0,8.0,,,2026-05-21
LON_147,Rightmove,United Kingdom,London,"6 bedroom house for sale in Stanley Gardens, Notting Hill, London, W11, United Kingdom, W11",House,18720000.0,4339.5,4313.86,6.0,6.0,,,2026-05-21
LON_148,Rightmove,United Kingdom,London,"4 bedroom apartment for sale in Lancer Square, Residence 22, 1 Lancer Square, London, W8",Apartment,18720000.0,3312.92,5650.6,4.0,4.0,,,2026-05-21
LON_149,Rightmove,United Kingdom,London,"3 bedroom town house for sale in Eaton Mews South, Belgravia, London, SW1W, United Kingdom, SW1W",Town House,18720000.0,4348.79,4304.65,3.0,4.0,,,2024-04-01
LON_150,Rightmove,United Kingdom,London,"8 bedroom penthouse for sale in Hyde Park Gate, London, SW7",Penthouse,18720000.0,8430.95,2220.39,8.0,8.0,,,2026-05-21
LON_151,Rightmove,United Kingdom,London,"3 bedroom terraced house for sale in Eaton Mews South, London, SW1W",Terraced,18720000.0,4388.74,4265.46,3.0,4.0,,,2024-03-09
LON_152,Rightmove,United Kingdom,London,"5 bedroom town house for sale in Lancelot Place, Knightsbridge, London, SW7, United Kingdom, SW7",Town House,18895500.0,3422.55,5520.88,5.0,5.0,,,2026-05-21
